Order_Line,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Payment_Mode
6132,OF-2022-149461,5/6/2022,5/12/2022,Standard Class,AS-10135,FUR-FU-10004270,4.18,1,0,1.5048,Offline
6133,OF-2022-118570,5/6/2022,5/10/2022,Standard Class,CC-12430,OFF-PA-10001289,217.056,7,0.2,78.6828,COD
6134,ON-2022-162103,5/6/2022,5/10/2022,Standard Class,LB-16795,OFF-BI-10000285,3.136,2,0.8,-4.704,Offline
6135,OF-2022-101336,5/6/2022,5/11/2022,Standard Class,CK-12760,OFF-ST-10003455,77.55,5,0,20.163,Offline
6136,OF-2022-101336,5/6/2022,5/11/2022,Standard Class,CK-12760,OFF-ST-10000876,24.88,2,0,6.9664,Online
6137,OF-2022-101336,5/6/2022,5/11/2022,Standard Class,CK-12760,OFF-AR-10003582,140.75,5,0,39.41,Offline
6138,OF-2022-101336,5/6/2022,5/11/2022,Standard Class,CK-12760,OFF-ST-10004258,36.63,3,0,9.8901,Online
6139,OF-2022-128972,5/6/2022,5/10/2022,Standard Class,TS-21430,FUR-FU-10003096,30.36,4,0,13.0548,Offline
6140,ON-2022-113677,5/6/2022,5/12/2022,Standard Class,CM-12655,TEC-PH-10002114,2279.96,4,0,592.7896,Offline
6141,ON-2022-113677,5/6/2022,5/12/2022,Standard Class,CM-12655,OFF-LA-10001569,14.94,3,0,6.8724,Offline
6142,OF-2022-147683,5/6/2022,5/10/2022,Standard Class,PO-19180,FUR-FU-10004848,19.54,2,0,7.2298,Online
6143,OF-2022-131065,5/7/2022,5/9/2022,Second Class,AA-10375,TEC-AC-10004145,499.98,2,0,114.9954,Online
6144,OF-2022-131065,5/7/2022,5/9/2022,Second Class,AA-10375,OFF-PA-10002479,5.28,1,0,2.376,Offline
6145,OF-2022-131065,5/7/2022,5/9/2022,Second Class,AA-10375,OFF-BI-10004970,8.26,2,0,3.8822,Offline
6146,OF-2022-149482,5/7/2022,5/12/2022,Standard Class,RR-19315,OFF-LA-10000248,7.38,2,0,3.4686,Online
6147,OF-2022-134691,5/7/2022,5/11/2022,Standard Class,KC-16540,OFF-BI-10002393,2.296,2,0.8,-3.9032,Offline
6148,OF-2022-118759,5/7/2022,5/10/2022,First Class,MB-17305,FUR-CH-10002335,408.006,2,0.1,72.5344,COD
6149,OF-2022-118759,5/7/2022,5/10/2022,First Class,MB-17305,OFF-ST-10001590,40.44,3,0,10.5144,Offline
6150,OF-2022-121370,5/7/2022,5/12/2022,Second Class,EB-14110,FUR-CH-10000785,380.058,3,0.3,-21.7176,COD
6151,OF-2022-121370,5/7/2022,5/12/2022,Second Class,EB-14110,TEC-CO-10004115,1199.976,4,0.4,179.9964,Offline
6152,OF-2022-121370,5/7/2022,5/12/2022,Second Class,EB-14110,FUR-FU-10002813,48.576,3,0.2,9.7152,COD
6153,ON-2022-112970,5/7/2022,5/8/2022,First Class,TB-21250,OFF-AR-10003829,9.84,3,0,2.8536,Offline
6154,ON-2022-117541,5/7/2022,5/13/2022,Standard Class,JM-16195,OFF-PA-10001609,16.45,5,0,7.567,COD
6155,ON-2022-117541,5/7/2022,5/13/2022,Standard Class,JM-16195,FUR-FU-10000550,19.92,4,0,6.5736,COD
6156,ON-2022-144351,5/7/2022,5/11/2022,Standard Class,RC-19960,TEC-PH-10001644,89.97,3,0,25.1916,Online
6157,OF-2022-166618,5/7/2022,5/11/2022,Standard Class,DP-13000,TEC-PH-10003356,13.98,2,0,3.9144,Online
6158,OF-2022-166618,5/7/2022,5/11/2022,Standard Class,DP-13000,OFF-AR-10001725,23.65,1,0,6.149,Online
6159,OF-2022-105963,5/8/2022,5/15/2022,Standard Class,SC-20770,TEC-AC-10003832,99.39,3,0,40.7499,Online
6160,OF-2022-146633,5/8/2022,5/10/2022,Second Class,TG-21310,OFF-BI-10003527,1016.792,1,0.2,381.297,Online
6161,OF-2022-146633,5/8/2022,5/10/2022,Second Class,TG-21310,OFF-BI-10002982,38.136,7,0.2,13.3476,Online
6162,OF-2022-148740,5/8/2022,5/12/2022,Standard Class,AH-10690,TEC-PH-10002549,361.376,2,0.2,27.1032,Offline
6163,OF-2022-130820,5/8/2022,5/8/2022,Same Day,ON-18715,FUR-TA-10001768,630.024,4,0.4,-199.5076,Online
6164,OF-2022-154508,5/9/2022,5/13/2022,Standard Class,RD-19900,OFF-EN-10001990,28.4,5,0,13.348,Offline
6165,OF-2022-124527,5/9/2022,5/10/2022,First Class,IM-15055,OFF-BI-10004967,8.32,5,0.2,2.808,Offline
6166,OF-2022-150658,5/10/2022,5/15/2022,Standard Class,MS-17365,OFF-BI-10004140,10.776,3,0.2,3.3675,Online
6167,OF-2022-134110,5/10/2022,5/11/2022,First Class,BG-11035,TEC-PH-10002350,67.176,3,0.2,6.7176,Online
6168,OF-2022-134110,5/10/2022,5/11/2022,First Class,BG-11035,OFF-PA-10000697,15.232,4,0.2,5.5216,COD
6169,OF-2022-118500,5/10/2022,5/11/2022,First Class,HJ-14875,OFF-SU-10004231,49.5,5,0,13.365,Offline
6170,OF-2022-136812,5/11/2022,5/16/2022,Standard Class,AW-10930,OFF-ST-10003470,1117.92,4,0,55.896,Offline
6171,OF-2022-119963,5/11/2022,5/15/2022,Standard Class,SN-20710,OFF-AR-10003514,6.368,2,0.2,1.0348,Online
6172,OF-2022-119963,5/11/2022,5/15/2022,Standard Class,SN-20710,OFF-LA-10003510,48.848,2,0.2,15.8756,Online
6173,OF-2022-119963,5/11/2022,5/15/2022,Standard Class,SN-20710,OFF-PA-10001970,19.648,2,0.2,6.6312,Offline
6174,OF-2022-119963,5/11/2022,5/15/2022,Standard Class,SN-20710,FUR-CH-10003817,255.108,6,0.3,-18.222,Online
6175,OF-2022-158575,5/11/2022,5/17/2022,Standard Class,SB-20290,OFF-AP-10002998,103.968,6,0.2,16.8948,Offline
6176,OF-2022-166226,5/11/2022,5/15/2022,Standard Class,TC-21535,TEC-PH-10003357,61.192,1,0.2,6.1192,Offline
6177,OF-2022-166226,5/11/2022,5/15/2022,Standard Class,TC-21535,OFF-AP-10002867,67.84,1,0,18.3168,Online
6178,OF-2022-115378,5/11/2022,5/16/2022,Second Class,AJ-10945,FUR-CH-10000863,301.96,2,0,33.2156,Online
6179,ON-2022-138408,5/11/2022,5/14/2022,Second Class,KC-16255,TEC-AC-10003870,1319.96,4,0,527.984,Online
6180,OF-2022-103464,5/11/2022,5/15/2022,Standard Class,PG-18820,TEC-AC-10002842,595,5,0,95.2,Offline
6181,OF-2022-108630,5/11/2022,5/11/2022,Same Day,BE-11410,OFF-BI-10002437,61.12,5,0.2,22.156,Online
6182,OF-2022-164511,5/12/2022,5/17/2022,Standard Class,DJ-13630,OFF-BI-10003305,14.352,3,0.2,4.6644,Offline
6183,OF-2022-164511,5/12/2022,5/17/2022,Standard Class,DJ-13630,OFF-ST-10002583,64.96,2,0,2.5984,Online
6184,OF-2022-164511,5/12/2022,5/17/2022,Standard Class,DJ-13630,OFF-ST-10004507,68.6,4,0,18.522,Offline
6185,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,OFF-ST-10000642,100.704,6,0.2,-16.3644,Offline
6186,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,FUR-FU-10000206,2.328,2,0.6,-0.7566,Offline
6187,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,OFF-BI-10003676,10.78,5,0.8,-17.248,Online
6188,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,OFF-FA-10003495,58.368,12,0.2,21.888,COD
6189,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,OFF-EN-10003798,40.968,3,0.2,13.8267,Online
6190,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,TEC-PH-10003589,71.96,5,0.2,25.186,Online
6191,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,OFF-PA-10004735,10.368,2,0.2,3.6288,Online
6192,ON-2022-110156,5/12/2022,5/17/2022,Standard Class,EH-13945,OFF-BI-10002609,1.192,2,0.8,-2.0264,Online
6193,OF-2022-113138,5/12/2022,5/18/2022,Standard Class,NP-18685,OFF-AR-10003770,17.28,6,0,5.0112,Offline
6194,OF-2022-113138,5/12/2022,5/18/2022,Standard Class,NP-18685,OFF-BI-10000320,17.712,3,0.2,6.4206,Offline
6195,OF-2022-111143,5/12/2022,5/15/2022,First Class,TT-21265,OFF-AP-10001947,54.96,3,0,15.9384,Offline
6196,OF-2022-157364,5/12/2022,5/14/2022,First Class,LT-17110,OFF-AR-10003752,18.48,2,0.2,6.006,Online
6197,OF-2022-130778,5/12/2022,5/18/2022,Standard Class,ND-18370,OFF-AP-10000595,8.74,2,0,2.2724,Online
6198,OF-2022-130778,5/12/2022,5/18/2022,Standard Class,ND-18370,OFF-PA-10001509,44.75,5,0,20.585,Online
6199,OF-2022-126858,5/12/2022,5/16/2022,Standard Class,JM-15265,FUR-FU-10000448,31.96,2,0,1.598,Offline
6200,OF-2022-114104,5/13/2022,5/17/2022,Standard Class,NP-18670,OFF-LA-10002475,14.62,2,0,6.8714,Online
6201,OF-2022-114104,5/13/2022,5/17/2022,Standard Class,NP-18670,TEC-PH-10004536,944.93,7,0,236.2325,Online
6202,OF-2022-110772,5/13/2022,5/17/2022,Second Class,NZ-18565,OFF-FA-10002983,19.096,7,0.2,6.6836,COD
6203,OF-2022-110772,5/13/2022,5/17/2022,Second Class,NZ-18565,OFF-LA-10004689,18.496,8,0.2,6.2424,Offline
6204,OF-2022-110772,5/13/2022,5/17/2022,Second Class,NZ-18565,TEC-AC-10002001,255.984,2,0.2,54.3966,COD
6205,OF-2022-110772,5/13/2022,5/17/2022,Second Class,NZ-18565,FUR-BO-10004709,86.97,3,0.5,-48.7032,Offline
6206,OF-2022-109820,5/13/2022,5/15/2022,First Class,AG-10390,OFF-PA-10000955,15.696,3,0.2,5.1012,Offline
6207,OF-2022-109820,5/13/2022,5/15/2022,First Class,AG-10390,OFF-BI-10003460,2.628,2,0.7,-1.9272,Online
6208,OF-2022-109820,5/13/2022,5/15/2022,First Class,AG-10390,OFF-BI-10000474,14.427,3,0.7,-10.5798,Online
6209,ON-2022-127971,5/13/2022,5/20/2022,Standard Class,DW-13195,FUR-CH-10003774,318.43,5,0.3,-77.333,Online
6210,ON-2022-127971,5/13/2022,5/20/2022,Standard Class,DW-13195,TEC-PH-10003095,122.92,7,0.2,46.095,Online
6211,ON-2022-127971,5/13/2022,5/20/2022,Standard Class,DW-13195,FUR-FU-10000023,7.068,3,0.6,-2.8272,Online
6212,OF-2022-100041,5/13/2022,5/18/2022,Standard Class,BF-10975,OFF-PA-10001622,9.08,2,0,4.086,Offline
6213,OF-2022-100041,5/13/2022,5/18/2022,Standard Class,BF-10975,OFF-PA-10000418,314.55,3,0,150.984,Online
6214,OF-2022-100041,5/13/2022,5/18/2022,Standard Class,BF-10975,OFF-BI-10000343,4.91,1,0,2.3077,Offline
6215,OF-2022-107790,5/13/2022,5/17/2022,Standard Class,EH-13990,TEC-PH-10004539,151.192,1,0.2,13.2293,Online
6216,OF-2022-145492,5/13/2022,5/20/2022,Standard Class,MC-17605,OFF-AP-10003622,39,12,0,11.31,Online
6217,OF-2022-121356,5/13/2022,5/17/2022,Standard Class,SJ-20500,OFF-BI-10002133,128.4,3,0,62.916,Online
6218,OF-2022-113845,5/13/2022,5/18/2022,Standard Class,FA-14230,FUR-BO-10004695,289.568,2,0.2,10.8588,COD
6219,OF-2022-113845,5/13/2022,5/18/2022,Standard Class,FA-14230,OFF-ST-10003327,39.72,5,0.2,4.4685,Online
6220,OF-2022-113845,5/13/2022,5/18/2022,Standard Class,FA-14230,TEC-PH-10003357,244.768,4,0.2,24.4768,Online
6221,OF-2022-142615,5/13/2022,5/17/2022,Standard Class,BM-11575,TEC-AC-10004803,27.88,2,0,3.9032,COD
6222,ON-2022-114293,5/14/2022,5/19/2022,Standard Class,JH-16180,FUR-CH-10003833,195.136,4,0.2,-12.196,COD
6223,OF-2022-114482,5/14/2022,5/18/2022,Second Class,DM-13345,OFF-PA-10003845,40.46,7,0,19.8254,Online
6224,OF-2022-114482,5/14/2022,5/18/2022,Second Class,DM-13345,TEC-PH-10001580,404.94,3,0,109.3338,COD
6225,OF-2022-140018,5/14/2022,5/19/2022,Standard Class,CK-12205,TEC-MA-10000752,30.345,7,0.7,-24.276,Online
6226,OF-2022-140018,5/14/2022,5/19/2022,Standard Class,CK-12205,FUR-CH-10003817,127.554,3,0.3,-9.111,COD
6227,OF-2022-140018,5/14/2022,5/19/2022,Standard Class,CK-12205,FUR-FU-10001876,77.952,3,0.2,15.5904,Offline
6228,OF-2022-146157,5/14/2022,5/19/2022,Standard Class,RD-19720,OFF-PA-10001790,38.432,1,0.2,13.4512,Offline
6229,OF-2022-146157,5/14/2022,5/19/2022,Standard Class,RD-19720,OFF-ST-10001590,21.568,2,0.2,1.6176,Online
6230,OF-2022-146157,5/14/2022,5/19/2022,Standard Class,RD-19720,TEC-AC-10003657,81.576,3,0.2,2.0394,Online
6231,OF-2022-114895,5/14/2022,5/21/2022,Standard Class,MV-18190,OFF-PA-10000232,12.96,2,0,6.3504,Offline
6232,OF-2022-113425,5/14/2022,5/14/2022,Same Day,JK-16120,FUR-BO-10002598,113.568,2,0.2,12.7764,Offline
6233,OF-2022-152646,5/14/2022,5/19/2022,Standard Class,TH-21235,OFF-PA-10004451,32.4,5,0,15.552,Online
6234,OF-2022-154711,5/15/2022,5/19/2022,Standard Class,TB-21355,FUR-FU-10000397,39.88,2,0,11.1664,Online
6235,OF-2022-154711,5/15/2022,5/19/2022,Standard Class,TB-21355,OFF-BI-10000605,12.192,4,0.2,4.1148,Online
6236,OF-2022-154711,5/15/2022,5/19/2022,Standard Class,TB-21355,OFF-AR-10001860,20.82,3,0,7.4952,Offline
6237,OF-2022-131576,5/15/2022,5/19/2022,Standard Class,RD-19585,OFF-BI-10002852,49.44,3,0,24.2256,Offline
6238,ON-2022-132577,5/15/2022,5/20/2022,Standard Class,JE-15475,OFF-BI-10004040,6.216,6,0.8,-9.6348,COD
6239,ON-2022-132577,5/15/2022,5/20/2022,Standard Class,JE-15475,OFF-AR-10003481,23.616,9,0.2,2.6568,Online
6240,ON-2022-132577,5/15/2022,5/20/2022,Standard Class,JE-15475,TEC-AC-10000387,24.032,2,0.2,-0.6008,Online
6241,ON-2022-132577,5/15/2022,5/20/2022,Standard Class,JE-15475,OFF-LA-10000262,2.088,1,0.2,0.6786,Offline
6242,ON-2022-132577,5/15/2022,5/20/2022,Standard Class,JE-15475,OFF-BI-10003196,4.488,6,0.8,-6.732,Offline
6243,ON-2022-164945,5/15/2022,5/20/2022,Standard Class,CA-12055,OFF-BI-10001524,134.272,8,0.2,46.9952,Offline
6244,OF-2022-160129,5/16/2022,5/16/2022,Same Day,LS-17200,OFF-FA-10002763,15.8,5,0.2,2.37,Offline
6245,OF-2022-160129,5/16/2022,5/16/2022,Same Day,LS-17200,FUR-FU-10002088,14.368,2,0.2,3.9512,COD
6246,OF-2022-160129,5/16/2022,5/16/2022,Same Day,LS-17200,FUR-FU-10003976,70.448,7,0.2,12.3284,Offline
6247,OF-2022-105284,5/17/2022,5/24/2022,Standard Class,MG-17650,OFF-FA-10001754,4.416,3,0.2,1.6008,Offline
6248,OF-2022-124485,5/17/2022,5/19/2022,First Class,NC-18340,OFF-BI-10000822,17.216,4,0.2,6.0256,Online
6249,OF-2022-124485,5/17/2022,5/19/2022,First Class,NC-18340,OFF-PA-10004971,11.56,2,0,5.6644,Online
6250,OF-2022-124485,5/17/2022,5/19/2022,First Class,NC-18340,TEC-AC-10002323,88.4,4,0,11.492,Online
6251,OF-2022-124485,5/17/2022,5/19/2022,First Class,NC-18340,OFF-PA-10004888,6.48,1,0,3.1104,Offline
6252,OF-2022-100468,5/17/2022,5/24/2022,Standard Class,AT-10435,TEC-PH-10001300,33.52,2,0.2,3.352,Offline
6253,OF-2022-100468,5/17/2022,5/24/2022,Standard Class,AT-10435,FUR-FU-10000010,9.94,2,0,3.0814,Offline
6254,OF-2022-128531,5/17/2022,5/19/2022,Second Class,NS-18505,OFF-ST-10001325,41.92,5,0.2,3.668,Offline
6255,OF-2022-128531,5/17/2022,5/19/2022,Second Class,NS-18505,TEC-AC-10002049,297.576,3,0.2,-7.4394,Online
6256,OF-2022-128531,5/17/2022,5/19/2022,Second Class,NS-18505,OFF-FA-10002676,4.344,3,0.2,0.8688,Offline
6257,OF-2022-128531,5/17/2022,5/19/2022,Second Class,NS-18505,TEC-AC-10003023,94.992,2,0.2,-2.3748,Online
6258,OF-2022-128531,5/17/2022,5/19/2022,Second Class,NS-18505,OFF-PA-10000167,74.352,3,0.2,23.235,Online
6259,OF-2022-128531,5/17/2022,5/19/2022,Second Class,NS-18505,OFF-AR-10003405,14.04,3,0.2,1.5795,Offline
6260,OF-2022-100083,5/17/2022,5/22/2022,Standard Class,CD-11980,OFF-PA-10000241,24.784,1,0.2,7.745,Online
6261,OF-2022-132731,5/17/2022,5/21/2022,Standard Class,GA-14515,TEC-PH-10004120,657.552,6,0.2,49.3164,Online
6262,ON-2022-163881,5/17/2022,5/23/2022,Standard Class,SP-20860,TEC-AC-10003033,659.9,2,0,217.767,COD
6263,ON-2022-163881,5/17/2022,5/23/2022,Standard Class,SP-20860,FUR-CH-10001394,1684.752,6,0.2,210.594,Online
6264,ON-2022-163881,5/17/2022,5/23/2022,Standard Class,SP-20860,TEC-AC-10000420,559.92,8,0,190.3728,Online
6265,OF-2022-163573,5/17/2022,5/20/2022,First Class,AC-10450,OFF-BI-10004632,1219.96,5,0.2,381.2375,Offline
6266,OF-2022-123806,5/17/2022,5/20/2022,Second Class,LA-16780,FUR-FU-10000965,207.76,4,0,85.1816,Online
6267,OF-2022-125661,5/17/2022,5/19/2022,First Class,CA-12055,OFF-EN-10001532,40.752,3,0.2,15.282,Online
6268,OF-2022-125661,5/17/2022,5/19/2022,First Class,CA-12055,TEC-AC-10004855,139.96,5,0.2,-22.7435,Online
6269,OF-2022-165561,5/17/2022,5/21/2022,Standard Class,CR-12580,OFF-SU-10004782,25.35,3,0,7.605,Offline
6270,OF-2022-113726,5/17/2022,5/24/2022,Standard Class,SC-20680,FUR-FU-10003535,82.26,3,0,33.7266,Online
6271,OF-2022-123533,5/17/2022,5/23/2022,Standard Class,SC-20050,FUR-BO-10001619,339.92,5,0.2,8.498,Offline
6272,OF-2022-123533,5/17/2022,5/23/2022,Standard Class,SC-20050,OFF-PA-10001609,10.528,4,0.2,3.4216,Online
6273,OF-2022-123533,5/17/2022,5/23/2022,Standard Class,SC-20050,OFF-AP-10002765,42.384,2,0.2,4.2384,Online
6274,OF-2022-165470,5/18/2022,5/23/2022,Standard Class,HJ-14875,OFF-PA-10004675,5.08,1,0.2,1.651,Online
6275,OF-2022-160535,5/18/2022,5/23/2022,Standard Class,BP-11050,OFF-ST-10000689,563.4,4,0,67.608,Online
6276,OF-2022-160535,5/18/2022,5/23/2022,Standard Class,BP-11050,TEC-MA-10004255,319.92,8,0,118.3704,Online
6277,ON-2022-119298,5/18/2022,5/21/2022,First Class,EP-13915,TEC-PH-10002564,59.98,2,0,17.994,Online
6278,OF-2022-169838,5/18/2022,5/22/2022,Standard Class,BB-11545,FUR-TA-10001095,1568.61,9,0,329.4081,COD
6279,OF-2022-169838,5/18/2022,5/22/2022,Standard Class,BB-11545,OFF-BI-10004002,17.3,1,0,8.304,COD
6280,OF-2022-169838,5/18/2022,5/22/2022,Standard Class,BB-11545,TEC-AC-10004518,160,8,0,62.4,Online
6281,OF-2022-108196,5/18/2022,5/25/2022,Standard Class,CS-12505,OFF-BI-10000545,456.588,2,0.7,-304.392,Offline
6282,OF-2022-108196,5/18/2022,5/25/2022,Standard Class,CS-12505,TEC-MA-10000418,4499.985,5,0.7,-6599.978,COD
6283,OF-2022-108196,5/18/2022,5/25/2022,Standard Class,CS-12505,TEC-AC-10000926,59.976,3,0.2,11.9952,Offline
6284,OF-2022-132549,5/18/2022,5/23/2022,Standard Class,JK-15370,OFF-ST-10001325,73.36,7,0,19.8072,Offline
6285,OF-2022-113341,5/18/2022,5/22/2022,Standard Class,MH-17455,FUR-CH-10004698,194.352,3,0.2,19.4352,Online
6286,OF-2022-133711,5/19/2022,5/22/2022,First Class,MC-17425,OFF-PA-10001685,70.98,7,0,34.7802,Online
6287,OF-2022-133711,5/19/2022,5/22/2022,First Class,MC-17425,OFF-BI-10000666,91.68,3,0,45.84,Offline
6288,OF-2022-133711,5/19/2022,5/22/2022,First Class,MC-17425,OFF-BI-10004352,33.75,5,0,16.875,Offline
6289,OF-2022-133711,5/19/2022,5/22/2022,First Class,MC-17425,TEC-MA-10000010,3040,8,0,1459.2,Online
6290,OF-2022-129693,5/19/2022,5/25/2022,Standard Class,TC-20980,OFF-BI-10002954,7.312,2,0.2,2.5592,COD
6291,ON-2022-126893,5/19/2022,5/24/2022,Standard Class,CT-11995,TEC-PH-10004165,494.982,3,0.4,-115.4958,Online
6292,ON-2022-158309,5/19/2022,5/22/2022,First Class,PA-19060,OFF-BI-10000145,3.744,4,0.7,-2.6208,Online
6293,OF-2022-130288,5/19/2022,5/23/2022,Second Class,DK-13225,FUR-TA-10002958,313.176,2,0.4,-120.0508,Offline
6294,OF-2022-106915,5/19/2022,5/25/2022,Standard Class,GA-14515,OFF-AR-10000716,17.856,4,0.2,4.2408,Online
6295,OF-2022-145135,5/19/2022,5/21/2022,First Class,CD-12790,TEC-AC-10003447,59.97,3,0,14.9925,COD
6296,OF-2022-145135,5/19/2022,5/21/2022,First Class,CD-12790,OFF-PA-10004285,13.36,2,0,6.4128,Online
6297,ON-2022-158288,5/19/2022,5/21/2022,Second Class,EH-13945,OFF-BI-10003364,78.759,9,0.7,-57.7566,Offline
6298,OF-2022-107104,5/19/2022,5/23/2022,Standard Class,MS-17365,FUR-BO-10002213,3406.664,8,0.15,160.3136,Online
6299,OF-2022-107104,5/19/2022,5/23/2022,Standard Class,MS-17365,OFF-AR-10004269,37.17,9,0,10.4076,Online
6300,OF-2022-107104,5/19/2022,5/23/2022,Standard Class,MS-17365,OFF-AP-10000055,64.96,2,0,19.488,Offline
6301,OF-2022-107104,5/19/2022,5/23/2022,Standard Class,MS-17365,FUR-FU-10002937,595.38,6,0,297.69,Offline
6302,OF-2022-129686,5/20/2022,5/22/2022,Second Class,GG-14650,OFF-ST-10004337,97.984,2,0.2,-24.496,Online
6303,OF-2022-129686,5/20/2022,5/22/2022,Second Class,GG-14650,TEC-AC-10001266,62.4,6,0.2,19.5,Online
6304,OF-2022-152121,5/20/2022,5/22/2022,Second Class,CC-12670,TEC-PH-10002483,271.992,1,0.2,23.7993,COD
6305,OF-2022-162313,5/20/2022,5/23/2022,First Class,VB-21745,OFF-AP-10003842,167.292,6,0.1,29.7408,Online
6306,OF-2022-144911,5/20/2022,5/23/2022,First Class,RW-19630,TEC-AC-10004633,34.95,5,0,15.378,Online
6307,OF-2022-144911,5/20/2022,5/23/2022,First Class,RW-19630,OFF-BI-10000977,152,5,0,69.92,Offline
6308,OF-2022-159639,5/20/2022,5/25/2022,Standard Class,PC-18745,FUR-FU-10001889,31.56,3,0,10.4148,COD
6309,OF-2022-104276,5/20/2022,5/26/2022,Standard Class,HF-14995,TEC-PH-10001944,116.76,1,0.2,14.595,Online
6310,OF-2022-104276,5/20/2022,5/26/2022,Standard Class,HF-14995,FUR-TA-10001039,331.023,7,0.45,-114.3534,Online
6311,ON-2022-114230,5/20/2022,5/24/2022,Standard Class,CM-12235,OFF-ST-10000876,39.808,4,0.2,3.9808,Online
6312,OF-2022-117583,5/20/2022,5/23/2022,First Class,CB-12025,OFF-PA-10001246,25.92,4,0,12.4416,Online
6313,OF-2022-117583,5/20/2022,5/23/2022,First Class,CB-12025,OFF-AR-10000658,34.65,3,0,9.702,Offline
6314,OF-2022-117583,5/20/2022,5/23/2022,First Class,CB-12025,OFF-PA-10000100,204.95,5,0,100.4255,Offline
6315,OF-2022-117583,5/20/2022,5/23/2022,First Class,CB-12025,OFF-BI-10004233,79.95,5,0,38.376,COD
6316,OF-2022-105018,5/21/2022,5/25/2022,Standard Class,SK-19990,OFF-BI-10001890,7.16,2,0,3.4368,COD
6317,OF-2022-123617,5/21/2022,5/26/2022,Standard Class,AJ-10780,OFF-BI-10002976,7.434,6,0.7,-5.6994,Online
6318,OF-2022-163167,5/21/2022,5/24/2022,Second Class,RF-19345,FUR-CH-10004477,182.67,3,0,52.9743,Online
6319,OF-2022-163167,5/21/2022,5/24/2022,Second Class,RF-19345,TEC-AC-10003441,101.7,6,0,6.102,Online
6320,OF-2022-163167,5/21/2022,5/24/2022,Second Class,RF-19345,OFF-ST-10004459,1126.02,3,0,56.301,Online
6321,OF-2022-163167,5/21/2022,5/24/2022,Second Class,RF-19345,OFF-ST-10003805,1263.3,6,0,315.825,Online
6322,OF-2022-127243,5/21/2022,5/27/2022,Standard Class,DS-13180,TEC-PH-10004539,340.182,3,0.4,-73.7061,Offline
6323,OF-2022-127243,5/21/2022,5/27/2022,Standard Class,DS-13180,OFF-FA-10004076,12.672,8,0.2,2.6928,COD
6324,OF-2022-127243,5/21/2022,5/27/2022,Standard Class,DS-13180,OFF-BI-10003166,6.888,2,0.7,-5.0512,Offline
6325,OF-2022-127243,5/21/2022,5/27/2022,Standard Class,DS-13180,OFF-ST-10002301,32.544,2,0.2,-7.7292,COD
6326,OF-2022-127243,5/21/2022,5/27/2022,Standard Class,DS-13180,FUR-CH-10002647,347.802,7,0.3,-24.843,Online
6327,ON-2022-131674,5/22/2022,5/24/2022,Second Class,NC-18535,TEC-AC-10004864,58.416,2,0.2,16.7946,Offline
6328,OF-2022-160241,5/22/2022,5/27/2022,Second Class,DR-12940,FUR-FU-10003806,242.176,4,0.6,-302.72,Offline
6329,ON-2022-134761,5/23/2022,5/23/2022,Same Day,DB-13210,TEC-PH-10002890,36.192,1,0.2,2.7144,Online
6330,OF-2022-156748,5/23/2022,5/29/2022,Standard Class,BS-11755,OFF-PA-10000380,33.36,4,0,16.68,Online
6331,OF-2022-156748,5/23/2022,5/29/2022,Standard Class,BS-11755,OFF-PA-10002713,13.76,2,0,6.3296,Online
6332,OF-2022-156748,5/23/2022,5/29/2022,Standard Class,BS-11755,OFF-ST-10001370,496.86,7,0,24.843,Online
6333,OF-2022-156748,5/23/2022,5/29/2022,Standard Class,BS-11755,FUR-CH-10000513,389.97,3,0,35.0973,COD
6334,OF-2022-129903,5/24/2022,5/27/2022,Second Class,GZ-14470,OFF-PA-10004040,23.92,4,0,11.7208,Online
6335,OF-2022-113621,5/24/2022,5/28/2022,Standard Class,JE-15745,FUR-CH-10001270,172.5,2,0,51.75,COD
6336,OF-2022-113621,5/24/2022,5/28/2022,Standard Class,JE-15745,TEC-PH-10003931,179.97,3,0,44.9925,COD
6337,OF-2022-136434,5/24/2022,5/30/2022,Standard Class,RD-19480,FUR-FU-10001196,17.31,3,0,5.193,Online
6338,OF-2022-136483,5/24/2022,5/29/2022,Standard Class,AG-10390,OFF-AR-10000940,4.704,2,0.2,0.4116,COD
6339,ON-2022-150035,5/24/2022,5/28/2022,Standard Class,CL-11890,FUR-FU-10003724,16.74,2,0,4.3524,Online
6340,OF-2022-157336,5/24/2022,5/28/2022,Second Class,SJ-20500,OFF-BI-10004236,88.08,6,0,40.5168,Online
6341,OF-2022-157336,5/24/2022,5/28/2022,Second Class,SJ-20500,FUR-CH-10004997,751.92,4,0,150.384,Offline
6342,OF-2022-127698,5/24/2022,5/24/2022,Same Day,MV-18190,TEC-PH-10003811,863.928,9,0.2,86.3928,COD
